SessionID;StudentLevel;Discipline;SessionDate;SessionLengthMin;TotalPrompts;TaskType;AI_AssistanceLevel;FinalOutcome;UsedAgain;SatisfactionRating
SESSION00274;Undergraduate;Engineering;14/01/2025;867;3;Coding;4;Assignment Completed;VERDADERO;42
SESSION00275;Undergraduate;Computer Science;15/10/2024;58;1;Coding;3;Assignment Completed;VERDADERO;34
SESSION00276;Undergraduate;History;04/11/2024;1393;6;Coding;4;Confused;FALSO;41
SESSION00277;Graduate;Biology;15/08/2024;768;1;Homework Help;4;Gave Up;FALSO;44
SESSION00278;High School;Biology;28/11/2024;359;13;Writing;2;Assignment Completed;VERDADERO;15
SESSION00279;Undergraduate;Biology;08/02/2025;3335;12;Studying;4;Idea Drafted;VERDADERO;33
SESSION00280;Undergraduate;History;30/11/2024;1131;4;Studying;4;Assignment Completed;VERDADERO;36
SESSION00281;Undergraduate;Psychology;12/06/2025;685;1;Studying;4;Confused;FALSO;39
SESSION00282;Undergraduate;Engineering;03/02/2025;4675;10;Writing;4;Assignment Completed;VERDADERO;38
SESSION00283;Graduate;Math;13/10/2024;3002;7;Homework Help;3;Confused;FALSO;22
SESSION00284;Graduate;Engineering;06/10/2024;2569;6;Research;2;Gave Up;VERDADERO;10
SESSION00285;High School;Computer Science;28/09/2024;3281;9;Writing;2;Assignment Completed;VERDADERO;10
SESSION00286;Undergraduate;History;18/02/2025;163;5;Research;2;Confused;FALSO;10
SESSION00287;Graduate;Computer Science;22/05/2025;657;1;Studying;2;Confused;VERDADERO;13
SESSION00288;Undergraduate;Biology;04/06/2025;1475;3;Studying;4;Assignment Completed;VERDADERO;46
SESSION00289;Undergraduate;Biology;11/08/2024;2855;8;Homework Help;3;Assignment Completed;VERDADERO;32
SESSION00290;High School;Computer Science;25/03/2025;3399;15;Studying;5;Assignment Completed;VERDADERO;48
SESSION00291;High School;Biology;04/12/2024;2687;7;Studying;4;Assignment Completed;FALSO;39
SESSION00292;High School;Math;01/10/2024;165;3;Studying;3;Assignment Completed;FALSO;22
SESSION00293;High School;Biology;02/03/2025;3225;8;Writing;5;Assignment Completed;FALSO;41
SESSION00294;High School;Biology;14/02/2025;4714;14;Studying;3;Confused;VERDADERO;26
SESSION00295;Undergraduate;Biology;03/01/2025;5131;17;Brainstorming;3;Idea Drafted;FALSO;28
SESSION00296;Undergraduate;Math;24/06/2024;744;1;Writing;5;Idea Drafted;FALSO;50
SESSION00297;Undergraduate;History;07/08/2024;522;1;Studying;5;Confused;FALSO;50
SESSION00298;Undergraduate;Psychology;28/11/2024;2184;5;Writing;3;Assignment Completed;VERDADERO;18
SESSION00299;High School;Math;08/02/2025;166;3;Coding;4;Confused;VERDADERO;42
SESSION00300;Undergraduate;Biology;06/09/2024;1518;3;Coding;4;Assignment Completed;VERDADERO;46
SESSION00301;Undergraduate;Biology;10/04/2025;75;2;Writing;4;Idea Drafted;VERDADERO;50
SESSION00302;High School;Psychology;30/09/2024;2634;6;Writing;4;Assignment Completed;VERDADERO;26
SESSION00303;Undergraduate;Biology;19/03/2025;55;1;Homework Help;3;Confused;VERDADERO;24
SESSION00304;Undergraduate;Math;12/08/2024;1176;3;Research;3;Confused;VERDADERO;35
SESSION00305;Undergraduate;Psychology;02/02/2025;2546;10;Coding;2;Assignment Completed;VERDADERO;19
SESSION00306;High School;Math;03/09/2024;937;2;Coding;4;Idea Drafted;FALSO;46
SESSION00307;Graduate;Business;06/05/2025;717;2;Coding;1;Assignment Completed;FALSO;15
SESSION00308;High School;Engineering;27/02/2025;581;1;Homework Help;5;Confused;VERDADERO;50
SESSION00309;High School;Business;04/02/2025;3562;13;Studying;3;Idea Drafted;VERDADERO;25
SESSION00310;Undergraduate;Business;09/08/2024;1658;3;Writing;2;Assignment Completed;VERDADERO;33
SESSION00311;Undergraduate;Computer Science;11/03/2025;382;1;Studying;2;Gave Up;FALSO;23
SESSION00312;High School;Biology;28/09/2024;555;2;Studying;3;Assignment Completed;VERDADERO;35
SESSION00313;Graduate;Engineering;14/08/2024;3336;12;Homework Help;5;Assignment Completed;VERDADERO;50
SESSION00314;Undergraduate;History;27/03/2025;981;2;Homework Help;5;Assignment Completed;VERDADERO;50
SESSION00315;High School;History;09/07/2024;4709;15;Studying;4;Assignment Completed;VERDADERO;48
SESSION00316;Undergraduate;Computer Science;21/09/2024;1669;8;Coding;3;Assignment Completed;VERDADERO;25
SESSION00317;Undergraduate;History;29/09/2024;3175;10;Coding;5;Confused;VERDADERO;50
SESSION00318;Graduate;Biology;09/04/2025;33;1;Writing;4;Idea Drafted;VERDADERO;50
SESSION00319;Undergraduate;Biology;12/07/2024;64;1;Coding;2;Assignment Completed;VERDADERO;18
SESSION00320;Undergraduate;History;03/04/2025;474;1;Writing;3;Confused;VERDADERO;37
SESSION00321;Graduate;Psychology;22/07/2024;1098;3;Homework Help;4;Idea Drafted;VERDADERO;50
SESSION00322;Undergraduate;Business;16/03/2025;729;2;Writing;2;Assignment Completed;FALSO;32
SESSION00323;Graduate;Engineering;24/11/2024;325;10;Homework Help;3;Idea Drafted;VERDADERO;31
SESSION00324;Graduate;Engineering;14/08/2024;1426;2;Coding;4;Confused;FALSO;32
SESSION00325;Undergraduate;Psychology;16/09/2024;41;1;Studying;3;Idea Drafted;VERDADERO;41
SESSION00326;Undergraduate;Business;09/10/2024;285;1;Writing;5;Assignment Completed;VERDADERO;50
SESSION00327;High School;Biology;06/08/2024;1902;6;Studying;2;Idea Drafted;VERDADERO;24
SESSION00328;High School;Psychology;02/02/2025;1606;4;Research;5;Gave Up;FALSO;45
SESSION00329;Graduate;Computer Science;25/06/2024;2585;5;Coding;3;Idea Drafted;VERDADERO;23
SESSION00330;High School;Computer Science;04/03/2025;4009;14;Homework Help;4;Confused;FALSO;42
SESSION00331;High School;Psychology;13/09/2024;4318;11;Writing;4;Assignment Completed;VERDADERO;46
SESSION00332;Undergraduate;Business;29/03/2025;2072;5;Studying;4;Idea Drafted;VERDADERO;48
SESSION00333;Graduate;Business;06/08/2024;3263;12;Studying;2;Assignment Completed;VERDADERO;20
SESSION00334;Graduate;History;12/05/2025;2556;8;Coding;4;Idea Drafted;VERDADERO;40
SESSION00335;Undergraduate;History;21/03/2025;1677;3;Studying;3;Assignment Completed;VERDADERO;25
SESSION00336;Undergraduate;Math;29/06/2024;1191;3;Homework Help;5;Assignment Completed;VERDADERO;46
SESSION00337;Undergraduate;Computer Science;01/12/2024;4187;9;Writing;3;Confused;FALSO;24
SESSION00338;Undergraduate;Engineering;04/08/2024;3977;9;Writing;3;Assignment Completed;VERDADERO;30
SESSION00339;Graduate;Biology;03/11/2024;3345;9;Writing;4;Gave Up;FALSO;37
SESSION00340;Undergraduate;Business;12/09/2024;230;5;Coding;3;Confused;FALSO;38
SESSION00341;Undergraduate;Engineering;14/12/2024;1582;3;Homework Help;2;Assignment Completed;VERDADERO;10
SESSION00342;Undergraduate;Business;19/08/2024;1032;2;Writing;2;Assignment Completed;VERDADERO;26
SESSION00343;Undergraduate;Business;20/08/2024;1562;6;Studying;4;Idea Drafted;VERDADERO;31
SESSION00344;High School;Math;01/04/2025;1967;4;Writing;4;Assignment Completed;FALSO;31
SESSION00345;Undergraduate;Math;02/03/2025;1247;3;Coding;4;Gave Up;VERDADERO;40
SESSION00346;Graduate;Psychology;25/04/2025;3636;8;Writing;4;Idea Drafted;VERDADERO;25
SESSION00347;High School;Biology;10/08/2024;1001;3;Studying;4;Confused;VERDADERO;44
SESSION00348;Undergraduate;Computer Science;27/05/2025;1563;4;Studying;5;Confused;VERDADERO;50
SESSION00349;Undergraduate;History;14/11/2024;79;1;Studying;5;Assignment Completed;VERDADERO;50
SESSION00350;Undergraduate;Business;28/10/2024;3;1;Homework Help;5;Idea Drafted;VERDADERO;50
SESSION00351;Undergraduate;Computer Science;30/11/2024;1189;3;Writing;1;Idea Drafted;VERDADERO;10
SESSION00352;High School;Biology;18/11/2024;2059;9;Studying;2;Idea Drafted;VERDADERO;17
SESSION00353;Undergraduate;History;07/03/2025;779;1;Writing;2;Assignment Completed;FALSO;20
SESSION00354;High School;Business;11/01/2025;1418;4;Writing;3;Assignment Completed;VERDADERO;27
SESSION00355;High School;Business;15/03/2025;1367;4;Writing;5;Assignment Completed;FALSO;46
SESSION00356;Undergraduate;Psychology;08/10/2024;2226;8;Writing;3;Idea Drafted;FALSO;35
SESSION00357;Undergraduate;Biology;13/12/2024;567;1;Writing;5;Confused;FALSO;45
SESSION00358;Undergraduate;Engineering;08/03/2025;904;1;Brainstorming;3;Idea Drafted;VERDADERO;39
SESSION00359;High School;History;10/09/2024;3909;8;Coding;3;Idea Drafted;VERDADERO;34
SESSION00360;Undergraduate;Psychology;23/05/2025;2422;5;Coding;3;Assignment Completed;FALSO;25
SESSION00361;Undergraduate;Math;25/02/2025;1069;3;Coding;4;Gave Up;FALSO;44
SESSION00362;Undergraduate;History;19/08/2024;1015;3;Studying;3;Idea Drafted;VERDADERO;34
SESSION00363;Undergraduate;Business;12/09/2024;1926;5;Writing;4;Assignment Completed;VERDADERO;41
SESSION00364;Undergraduate;Psychology;22/11/2024;704;2;Coding;3;Idea Drafted;VERDADERO;32
SESSION00365;Undergraduate;Math;08/11/2024;1484;3;Homework Help;5;Assignment Completed;FALSO;46
SESSION00366;Undergraduate;Math;05/09/2024;961;2;Homework Help;4;Assignment Completed;FALSO;50
SESSION00367;Undergraduate;Computer Science;27/05/2025;1403;6;Writing;2;Idea Drafted;FALSO;12
SESSION00368;High School;Psychology;09/03/2025;478;1;Coding;1;Gave Up;FALSO;19
SESSION00369;Undergraduate;Psychology;23/05/2025;1203;3;Writing;2;Assignment Completed;VERDADERO;29
SESSION00370;Graduate;History;08/03/2025;94;1;Coding;3;Assignment Completed;VERDADERO;32
SESSION00371;Undergraduate;Math;26/09/2024;755;3;Homework Help;3;Idea Drafted;VERDADERO;10
SESSION00372;Undergraduate;Engineering;31/12/2024;1197;2;Studying;4;Idea Drafted;FALSO;38
SESSION00373;Undergraduate;Biology;30/12/2024;2168;4;Studying;3;Assignment Completed;VERDADERO;33
SESSION00374;Undergraduate;Math;08/10/2024;393;1;Coding;4;Assignment Completed;VERDADERO;45
SESSION00375;Undergraduate;Business;10/12/2024;332;1;Coding;2;Assignment Completed;FALSO;21
SESSION00376;High School;Biology;13/07/2024;1391;3;Homework Help;5;Assignment Completed;FALSO;46
SESSION00377;Graduate;Engineering;29/09/2024;847;1;Homework Help;4;Idea Drafted;FALSO;24
SESSION00378;Undergraduate;Business;25/06/2024;653;2;Homework Help;3;Assignment Completed;VERDADERO;28
SESSION00379;Graduate;Engineering;09/12/2024;3096;6;Homework Help;4;Assignment Completed;VERDADERO;24
SESSION00380;Undergraduate;Math;21/12/2024;1785;5;Writing;3;Assignment Completed;VERDADERO;50
SESSION00381;Undergraduate;Psychology;24/08/2024;3131;6;Coding;4;Confused;VERDADERO;41
SESSION00382;Graduate;Math;17/07/2024;1808;8;Brainstorming;3;Confused;FALSO;35
SESSION00383;High School;Business;23/04/2025;985;3;Coding;4;Assignment Completed;VERDADERO;38
SESSION00384;Graduate;Psychology;04/06/2025;3306;10;Coding;2;Assignment Completed;FALSO;11
SESSION00385;Undergraduate;Psychology;13/05/2025;406;9;Studying;2;Assignment Completed;VERDADERO;22
SESSION00386;High School;Math;17/07/2024;1101;2;Brainstorming;2;Idea Drafted;VERDADERO;14
SESSION00387;Undergraduate;Engineering;10/04/2025;1049;4;Writing;3;Idea Drafted;FALSO;47
SESSION00388;Undergraduate;History;19/12/2024;1766;4;Coding;2;Idea Drafted;VERDADERO;20
SESSION00389;Undergraduate;Business;13/01/2025;6131;18;Studying;3;Assignment Completed;VERDADERO;32
SESSION00390;Undergraduate;History;14/10/2024;288;6;Brainstorming;2;Idea Drafted;VERDADERO;16
SESSION00391;Undergraduate;Math;11/09/2024;353;1;Coding;3;Assignment Completed;VERDADERO;41
SESSION00392;Undergraduate;Engineering;01/12/2024;1287;4;Research;5;Assignment Completed;VERDADERO;50
SESSION00393;Graduate;Engineering;05/08/2024;354;1;Writing;4;Assignment Completed;VERDADERO;42
SESSION00394;Undergraduate;Psychology;01/06/2025;699;2;Coding;2;Assignment Completed;VERDADERO;29
SESSION00395;High School;Biology;13/10/2024;2369;5;Studying;3;Assignment Completed;VERDADERO;35
SESSION00396;High School;Biology;17/08/2024;2833;12;Coding;5;Confused;FALSO;50
SESSION00397;High School;History;12/10/2024;2281;5;Writing;3;Idea Drafted;VERDADERO;37
SESSION00398;Undergraduate;Business;10/10/2024;1261;5;Homework Help;5;Confused;VERDADERO;42
SESSION00399;High School;Biology;31/08/2024;502;1;Writing;3;Assignment Completed;VERDADERO;23
SESSION00400;Graduate;History;06/12/2024;3516;7;Coding;5;Assignment Completed;VERDADERO;50
SESSION00401;Graduate;Biology;18/04/2025;2006;9;Writing;4;Assignment Completed;VERDADERO;27
SESSION00402;Undergraduate;Engineering;29/06/2024;70;2;Coding;3;Assignment Completed;VERDADERO;29
SESSION00403;Graduate;History;24/12/2024;151;3;Writing;2;Confused;VERDADERO;37
SESSION00404;Graduate;History;25/04/2025;2465;6;Coding;4;Idea Drafted;VERDADERO;43
SESSION00405;Undergraduate;Biology;16/04/2025;1726;3;Writing;4;Idea Drafted;VERDADERO;46
SESSION00406;Graduate;Biology;15/01/2025;597;2;Writing;2;Idea Drafted;VERDADERO;10
SESSION00407;Undergraduate;History;19/07/2024;5162;11;Studying;3;Gave Up;FALSO;30
SESSION00408;Graduate;Engineering;06/02/2025;338;1;Homework Help;2;Assignment Completed;VERDADERO;22
SESSION00409;Undergraduate;Engineering;17/12/2024;1012;4;Studying;1;Idea Drafted;VERDADERO;10
SESSION00410;Undergraduate;Engineering;06/11/2024;1291;4;Coding;3;Confused;FALSO;31
SESSION00411;Graduate;History;19/10/2024;762;2;Coding;4;Gave Up;FALSO;50
SESSION00412;Undergraduate;Business;01/03/2025;156;5;Studying;3;Assignment Completed;FALSO;29
SESSION00413;Undergraduate;History;19/09/2024;1795;3;Research;2;Assignment Completed;VERDADERO;21
SESSION00414;High School;Business;15/12/2024;6276;17;Homework Help;4;Idea Drafted;VERDADERO;36
SESSION00415;Undergraduate;Engineering;10/09/2024;81;1;Studying;2;Idea Drafted;VERDADERO;10
SESSION00416;Undergraduate;Psychology;18/03/2025;789;1;Studying;4;Assignment Completed;VERDADERO;43
SESSION00417;Undergraduate;Biology;25/05/2025;901;1;Writing;4;Assignment Completed;VERDADERO;43
SESSION00418;High School;Engineering;09/10/2024;2871;6;Homework Help;5;Assignment Completed;VERDADERO;50
SESSION00419;High School;Psychology;16/05/2025;2506;6;Homework Help;5;Assignment Completed;VERDADERO;41
SESSION00420;Graduate;Biology;26/12/2024;1202;3;Writing;4;Assignment Completed;VERDADERO;29
SESSION00421;Undergraduate;Math;22/11/2024;364;1;Coding;2;Idea Drafted;FALSO;20
SESSION00422;Undergraduate;Biology;06/10/2024;4164;20;Homework Help;3;Assignment Completed;FALSO;45
SESSION00423;Undergraduate;History;25/08/2024;2996;8;Writing;4;Idea Drafted;FALSO;47
SESSION00424;Undergraduate;Math;27/12/2024;4096;12;Brainstorming;4;Gave Up;VERDADERO;43
SESSION00425;High School;Engineering;17/09/2024;1956;6;Studying;2;Assignment Completed;VERDADERO;20
SESSION00426;Graduate;Engineering;11/12/2024;2157;6;Homework Help;3;Assignment Completed;FALSO;23
SESSION00427;Graduate;Business;10/06/2025;114;5;Writing;3;Assignment Completed;VERDADERO;24
SESSION00428;Undergraduate;Biology;14/08/2024;3376;6;Writing;4;Gave Up;FALSO;40
SESSION00429;Graduate;Business;30/06/2024;6809;28;Homework Help;5;Assignment Completed;FALSO;50
SESSION00430;Graduate;Business;23/04/2025;9276;31;Homework Help;2;Idea Drafted;VERDADERO;16
SESSION00431;Undergraduate;Math;23/09/2024;1697;3;Studying;4;Assignment Completed;VERDADERO;38
SESSION00432;Undergraduate;Business;01/03/2025;747;1;Homework Help;3;Gave Up;FALSO;26
SESSION00433;High School;Computer Science;29/12/2024;2761;7;Writing;2;Assignment Completed;VERDADERO;13
SESSION00434;Undergraduate;History;20/11/2024;206;6;Studying;2;Confused;FALSO;20
SESSION00435;Graduate;Psychology;17/09/2024;1754;4;Writing;5;Assignment Completed;VERDADERO;47
SESSION00436;Undergraduate;Computer Science;24/01/2025;3193;15;Coding;3;Confused;FALSO;26
SESSION00437;High School;Psychology;07/01/2025;2693;9;Coding;4;Confused;FALSO;36
SESSION00438;Graduate;Computer Science;28/02/2025;2033;4;Coding;3;Assignment Completed;VERDADERO;30
SESSION00439;High School;Computer Science;21/06/2025;1136;2;Studying;3;Assignment Completed;VERDADERO;40
SESSION00440;Undergraduate;Computer Science;19/08/2024;784;1;Studying;4;Idea Drafted;VERDADERO;50
SESSION00441;Undergraduate;Psychology;05/08/2024;2059;8;Writing;3;Assignment Completed;FALSO;23
SESSION00442;Undergraduate;Math;05/10/2024;1872;7;Homework Help;5;Assignment Completed;VERDADERO;43
SESSION00443;Graduate;Engineering;31/03/2025;1887;8;Coding;3;Idea Drafted;VERDADERO;39
SESSION00444;Undergraduate;Computer Science;15/11/2024;111;2;Writing;2;Assignment Completed;VERDADERO;18
SESSION00445;Undergraduate;Math;12/01/2025;14;1;Homework Help;3;Gave Up;FALSO;23
SESSION00446;Undergraduate;Engineering;30/09/2024;125;1;Writing;4;Assignment Completed;VERDADERO;45
SESSION00447;Undergraduate;Psychology;18/03/2025;2369;6;Coding;4;Idea Drafted;VERDADERO;40
SESSION00448;Undergraduate;Engineering;01/08/2024;2731;6;Coding;3;Assignment Completed;VERDADERO;23
SESSION00449;Undergraduate;Psychology;07/10/2024;403;1;Brainstorming;3;Assignment Completed;VERDADERO;25
SESSION00450;Undergraduate;Business;24/05/2025;1975;4;Coding;3;Assignment Completed;VERDADERO;43
SESSION00451;Undergraduate;Engineering;06/03/2025;1161;4;Homework Help;2;Idea Drafted;VERDADERO;23
SESSION00452;Graduate;Biology;10/01/2025;225;10;Studying;3;Confused;FALSO;49
SESSION00453;Undergraduate;Engineering;30/04/2025;2248;9;Coding;3;Gave Up;VERDADERO;23
SESSION00454;Undergraduate;Engineering;22/10/2024;893;2;Writing;3;Assignment Completed;VERDADERO;40
SESSION00455;High School;Engineering;09/04/2025;51;1;Writing;5;Assignment Completed;VERDADERO;41
SESSION00456;Graduate;Psychology;27/11/2024;3116;14;Writing;3;Assignment Completed;VERDADERO;26
SESSION00457;Graduate;Math;01/07/2024;1358;2;Writing;3;Confused;FALSO;37
SESSION00458;Graduate;Math;18/07/2024;1776;4;Homework Help;2;Assignment Completed;VERDADERO;25
SESSION00459;Graduate;Engineering;30/01/2025;617;1;Coding;3;Idea Drafted;VERDADERO;46
SESSION00460;Graduate;Biology;02/06/2025;2122;4;Writing;4;Assignment Completed;VERDADERO;30
SESSION00461;Undergraduate;Business;04/08/2024;1157;4;Coding;3;Assignment Completed;FALSO;14
SESSION00462;Graduate;Psychology;25/09/2024;3038;14;Coding;3;Assignment Completed;VERDADERO;25
SESSION00463;Undergraduate;History;08/06/2025;4781;20;Studying;4;Confused;FALSO;31
SESSION00464;Undergraduate;History;11/10/2024;1314;4;Writing;5;Assignment Completed;FALSO;48
SESSION00465;High School;Math;29/09/2024;138;1;Studying;3;Assignment Completed;VERDADERO;36
SESSION00466;Undergraduate;Math;04/05/2025;3605;8;Writing;3;Assignment Completed;VERDADERO;33
SESSION00467;Undergraduate;History;26/09/2024;94;1;Coding;3;Assignment Completed;VERDADERO;45
SESSION00468;Undergraduate;History;14/04/2025;1744;4;Studying;3;Gave Up;VERDADERO;25
SESSION00469;Graduate;Biology;10/03/2025;1424;4;Writing;5;Idea Drafted;VERDADERO;50
SESSION00470;High School;Engineering;20/06/2025;523;1;Studying;5;Idea Drafted;FALSO;45
SESSION00471;Undergraduate;Psychology;25/01/2025;1123;3;Coding;2;Assignment Completed;VERDADERO;14
SESSION00472;Undergraduate;Business;22/05/2025;1709;3;Research;3;Confused;VERDADERO;42
SESSION00473;Undergraduate;Business;17/02/2025;2463;4;Coding;4;Idea Drafted;FALSO;50
SESSION00474;Undergraduate;Computer Science;02/02/2025;478;1;Research;3;Assignment Completed;VERDADERO;33
SESSION00475;Graduate;History;30/04/2025;1857;4;Homework Help;4;Assignment Completed;FALSO;37
SESSION00476;Undergraduate;Business;18/06/2025;841;2;Brainstorming;3;Idea Drafted;VERDADERO;23
SESSION00477;Graduate;Business;15/01/2025;479;1;Studying;4;Idea Drafted;VERDADERO;34
SESSION00478;Undergraduate;Engineering;17/06/2025;351;1;Writing;3;Assignment Completed;FALSO;39
SESSION00479;Undergraduate;Math;03/09/2024;1331;3;Studying;2;Idea Drafted;VERDADERO;10
SESSION00480;Undergraduate;Engineering;22/02/2025;1077;2;Studying;3;Idea Drafted;VERDADERO;37
